年平均每日交通量,主梁材質_預力混凝土,平均月相對濕度,橋梁總長(M),離海岸距離(公尺),設計垂直地震力係數,是否為跨水橋,橋梁最接近斷層距離,橋下有無租用,label
55546.0,0,81.56313131,387.5,13179,0.06,1,11054.09,0,0
55546.0,0,81.56313131,105.0,13050,0.06,0,11326.69,0,0
55546.0,0,81.56313131,190.0,12860,0.06,0,11492.37,0,0
0.0,1,81.56313131,575.0,4463,0.05,0,16541.87,0,0
0.0,1,81.56313131,406.0,4545,0.073,0,16584.66,0,0
21320.0,0,81.56313131,190.0,17660,0.1,0,10304.09,0,0
78897.0,1,75.18181818,744.81,13321,0.04,1,5258.71,0,0
64685.0,1,76.78156566,1096.28,10016,0.05,1,547.04,1,0
56805.0,1,81.56313131,1218.32,11574,0.05,1,11748.72,1,0
17519.0,1,76.23863636,62.5,9350,0.1,1,80.52,0,0
17519.0,1,76.23863636,90.0,9207,0.1,0,0.0,0,0
21121.0,0,76.23863636,133.0,8948,0.1,0,1184.32,0,0
13492.0,1,76.78156566,265.0,16386,0.1,1,20808.53,1,0
33695.0,1,76.78156566,650.97,15215,0.1,1,29891.32,0,0
22805.0,0,76.78156566,730.0,14459,0.12,1,15440.39,1,0
25269.0,1,76.78156566,135.0,15135,0.12,0,16184.82,0,0
78897.0,1,75.18181818,744.81,13304,0.04,1,5243.03,0,0
34621.0,1,76.78156566,74.5,20566,0.1,0,5116.2,0,0
74040.0,0,81.56313131,11.9,13993,0.045,0,6165.84,0,0
2800.0,0,76.78156566,325.0,20119,0.1,0,6290.8,0,0
17519.0,1,76.23863636,15.0,9384,0.1,0,110.2,0,0
2800.0,1,76.78156566,23.2,21113,0.12,0,9739.52,0,0
48064.0,0,76.78156566,294.74,9199,0.1,0,0.0,0,0
48064.0,0,76.78156566,160.36,9068,0.1,0,97.83,0,1
48064.0,0,76.78156566,159.64,9096,0.1,0,62.2,0,0
48064.0,0,76.78156566,92.41,9061,0.1,0,67.01,0,0
24375.0,0,76.23863636,64.3,8969,0.1,0,345.78,0,0
24375.0,0,76.23863636,53.0,9034,0.1,0,450.09,0,0
23428.0,0,76.23863636,68.62,9049,0.1,0,455.96,0,0
23428.0,0,76.23863636,48.87,9038,0.1,0,389.15,0,0
23428.0,1,75.18181818,27.32,20738,0.1,0,17542.71,0,0
7404.0,1,81.56313131,90.0,16535,0.05,0,2995.14,0,0
7404.0,1,81.56313131,90.0,16431,0.05,0,3053.56,0,0
23428.0,0,76.78156566,36.39,25094,0.1,0,13959.35,0,0
22129.0,1,79.92550505,375.0,3750,0.1,1,54393.25,1,0
22129.0,1,79.92550505,1678.0,3869,0.1,1,52849.36,1,0
22129.0,1,79.92550505,375.0,3738,0.1,1,54396.64,1,0
9678.0,1,79.92550505,70.0,3439,0.1,0,42473.8,0,0
9678.0,1,79.92550505,40.0,3379,0.1,0,42483.92,0,0
10562.0,0,83.08585859,94.0,3381,0.1,0,58650.44,0,0
10562.0,0,83.08585859,20.0,3411,0.1,0,58639.67,0,0
90022.0,1,81.56313131,35.86,8360,0.04,1,10463.73,0,0
90022.0,1,81.56313131,35.86,8342,0.04,1,10486.48,0,0
90022.0,1,81.56313131,15.46,8743,0.04,0,12020.04,0,0
90022.0,1,81.56313131,15.46,8729,0.04,0,12030.63,0,0
98634.0,1,81.56313131,76.7,9136,0.05,1,12655.25,0,0
98634.0,1,81.56313131,76.7,9112,0.05,1,12658.1,0,0
98634.0,1,81.56313131,35.76,10660,0.05,1,13347.78,0,0
90015.0,1,81.56313131,33.65,16649,0.05,0,2001.96,0,0
74040.0,1,81.56313131,40.1,12781,0.05,1,8632.13,0,0
74040.0,1,81.56313131,40.1,12755,0.05,1,8654.46,0,0
39468.0,1,76.78156566,37.4,19881,0.5,0,7243.29,0,0
39468.0,1,76.78156566,37.4,19850,0.5,0,7225.94,0,0
23077.0,1,75.18181818,247.82,20399,0.1,1,17513.43,0,0
9257.0,1,79.45075758,108.3,795,0.1,0,13490.89,1,0
9120.0,0,79.45075758,240.0,1012,0.1,0,13402.43,1,0
28671.1132,1,76.78156566,25.0,9426,0.04,1,1340.37,0,0
